,WaferNo,BatchNo,TestDate,ChipID,Model,PFcode,MfgStep,Ith,Vf,Pwr,PwrEOL,SlopeEff,RollingFactor,Vkink,IforVkink,DiffR,Iop2,Pop2,Vop2,ModeECLwave,WLRange,IthRange,SpecChange,LargeIthChange,Warning
184716,19010570,5381000.0,11/06/15,FW104,G3188-001-110,0:09,2,40.6,1.172,47.0,59.6,0.299,13.00%,1.198,278.4,1.37,350.0,48.94,1.15,1562.4,1562.4,1.8000000000000043,True,False,True
184723,19010570,5381000.0,11/04/15,FW108,G3188-001-110,0:09,1,41.4,1.139,44.5,55.4,0.281,15.44%,1.1440000000000001,258.0,1.254,350.0,44.22,1.109,0.0,1563.4,1.2000000000000028,True,False,True
184724,19010570,5381000.0,11/06/15,FW108,G3188-001-110,0:09,2,42.6,1.1420000000000001,43.8,55.6,0.281,14.10%,1.169,283.1,1.24,350.0,46.69,1.125,1563.4,1563.4,1.2000000000000028,True,False,True
184725,19010570,5381000.0,11/04/15,FW109,G3188-001-110,0:09,1,40.8,1.137,44.2,55.0,0.28,16.02%,1.138,253.0,1.252,350.0,44.77,1.105,0.0,1561.5,0.29999999999999716,True,False,True
184726,19010570,5381000.0,11/06/15,FW109,G3188-001-110,0:09,2,40.5,1.1320000000000001,44.3,54.0,0.27699999999999997,17.55%,1.126,243.0,1.237,350.0,41.51,1.0959999999999999,1561.5,1561.5,0.29999999999999716,True,False,True
184729,19010570,5381000.0,11/03/15,FW111,G3188-001-110,0:09,1,41.2,1.151,45.0,56.8,0.28600000000000003,13.93%,1.169,271.4,1.285,350.0,46.21,1.121,0.0,1558.6,1.7999999999999972,True,False,True
184730,19010570,5381000.0,11/06/15,FW111,G3188-001-110,0:09,2,43.0,1.149,44.5,57.1,0.289,12.66%,1.1909999999999998,296.4,1.2590000000000001,350.0,48.81,1.1340000000000001,1558.6,1558.6,1.7999999999999972,True,False,True
184733,19010570,5381000.0,11/03/15,FW113,G3188-001-110,0:09,1,40.5,1.138,44.8,56.7,0.28300000000000003,13.49%,1.157,273.0,1.235,350.0,47.28,1.114,0.0,1564.3,0.7999999999999972,True,False,True
184734,19010570,5381000.0,11/06/15,FW113,G3188-001-110,0:09,2,41.3,1.1420000000000001,42.3,52.8,0.26899999999999996,16.11%,1.179,291.4,1.244,350.0,41.03,1.128,1564.3,1564.3,0.7999999999999972,True,False,True
184735,19010570,5381000.0,11/04/15,FW115,G3188-001-110,0:09,1,40.3,1.196,48.1,61.7,0.307,11.90%,1.271,318.4,1.44,350.0,58.25,1.234,0.0,1565.1,0.19999999999999574,True,False,True
184736,19010570,5381000.0,11/06/15,FW115,G3188-001-110,0:09,2,40.1,1.167,47.7,61.8,0.305,10.53%,1.239,320.0,1.3419999999999999,350.0,57.55,1.177,1565.1,1565.1,0.19999999999999574,True,False,True
184739,19010570,5381000.0,11/04/15,FW118,G3188-001-110,0:09,1,41.0,1.148,45.2,58.3,0.289,11.60%,1.213,314.8,1.252,350.0,52.48,1.1440000000000001,0.0,1564.8,1.2999999999999972,True,False,True
184740,19010570,5381000.0,11/06/15,FW118,G3188-001-110,0:09,2,42.3,1.15,43.2,55.1,0.278,14.02%,1.228,326.4,1.252,350.0,58.46,1.2409999999999999,1564.8,1564.8,1.2999999999999972,True,False,True
184741,19010570,5381000.0,11/04/15,FW120,G3188-001-110,0:09,1,41.9,1.141,45.5,58.4,0.289,11.27%,1.1909999999999998,303.1,1.226,350.0,52.67,1.1340000000000001,0.0,1564.0,1.3999999999999986,True,False,True
184742,19010570,5381000.0,11/06/15,FW120,G3188-001-110,0:09,2,43.3,1.141,44.3,57.4,0.28800000000000003,11.49%,1.2209999999999999,333.1,1.22,350.0,66.58,1.232,1564.0,1564.0,1.3999999999999986,True,False,True
184745,19010570,5381000.0,11/04/15,FW122,G3188-001-110,0:09,1,38.1,1.178,48.6,62.6,0.305,10.88%,1.25,315.0,1.3869999999999998,350.0,56.4,1.187,0.0,1569.9,1.3999999999999986,True,False,True
184746,19010570,5381000.0,11/06/15,FW122,G3188-001-110,0:09,2,39.5,1.177,47.5,61.5,0.303,10.77%,1.284,345.1,1.379,350.0,71.34,1.288,1569.9,1569.9,1.3999999999999986,True,False,True
184747,19010570,5381000.0,11/03/15,FW123,G3188-001-110,0:09,1,40.8,1.147,45.5,58.5,0.29100000000000004,11.90%,1.208,311.4,1.254,350.0,52.36,1.141,0.0,1566.9,1.0,True,False,True
184748,19010570,5381000.0,11/06/15,FW123,G3188-001-110,0:09,2,41.8,1.147,43.6,55.9,0.281,13.51%,1.2309999999999999,331.4,1.252,350.0,60.73,1.24,1566.9,1566.9,1.0,True,False,True
185299,19010570,5381000.0,11/04/15,HE099,G3188-001-110,0:09,1,43.0,1.133,39.3,42.2,0.24600000000000002,30.57%,1.121,221.3,1.3119999999999998,350.0,25.53,1.104,0.0,1559.2,1.6000000000000014,True,False,True
185300,19010570,5381000.0,11/06/15,HE099,G3188-001-110,0:09,2,44.6,1.153,39.7,47.7,0.255,21.01%,1.149,251.4,1.304,350.0,33.67,1.117,1559.2,1559.2,1.6000000000000014,True,False,True
185309,19010570,5381000.0,11/04/15,HE104,G3188-001-110,0:09,1,39.3,1.22,43.2,48.6,0.264,26.30%,1.209,238.1,1.645,350.0,29.51,1.214,0.0,1562.4,1.3000000000000043,True,False,True
185310,19010570,5381000.0,11/06/15,HE104,G3188-001-110,0:09,2,40.6,1.224,41.4,49.2,0.267,23.83%,1.239,269.7,1.5930000000000002,350.0,31.44,1.214,1562.4,1562.4,1.3000000000000043,True,False,True
185313,19010570,5381000.0,11/04/15,HE107,G3188-001-110,0:09,1,39.3,1.167,47.5,58.5,0.298,15.82%,1.171,255.1,1.379,350.0,48.23,1.15,0.0,1559.1,1.5,True,False,True
185314,19010570,5381000.0,11/06/15,HE107,G3188-001-110,0:09,2,40.8,1.176,47.0,59.2,0.299,13.99%,1.204,281.7,1.3869999999999998,350.0,50.37,1.17,1559.1,1559.1,1.5,True,False,True
185317,19010570,5381000.0,11/03/15,HE113,G3188-001-110,0:09,1,41.4,1.139,44.3,55.7,0.282,14.95%,1.1520000000000001,268.0,1.2409999999999999,350.0,48.08,1.126,0.0,1559.7,1.6000000000000014,True,False,True
185318,19010570,5381000.0,11/06/15,HE113,G3188-001-110,0:09,2,43.0,1.14,43.1,54.3,0.27699999999999997,15.09%,1.167,283.1,1.222,350.0,45.32,1.1340000000000001,1559.7,1559.7,1.6000000000000014,True,False,True
185319,19010570,5381000.0,11/04/15,HE114,G3188-001-110,0:09,1,39.8,1.159,45.7,57.1,0.28800000000000003,15.60%,1.169,266.3,1.325,350.0,46.81,1.143,0.0,1559.4,0.9000000000000057,True,False,True
185320,19010570,5381000.0,11/06/15,HE114,G3188-001-110,0:09,2,40.7,1.16,42.3,51.7,0.26899999999999996,19.64%,1.181,278.0,1.325,350.0,36.15,1.14,1559.4,1559.4,0.9000000000000057,True,False,True
185329,19010570,5381000.0,10/13/15,HE128,G3188-001-110,0:09,1,41.5,1.2109999999999999,42.9,55.5,0.27699999999999997,11.16%,1.3359999999999999,353.4,1.499,350.0,64.25,1.3330000000000002,0.0,1560.5,1.7999999999999972,True,False,True
185330,19010570,5381000.0,10/15/15,HE128,G3188-001-110,0:09,2,43.3,1.21,41.8,53.8,0.272,11.91%,1.3430000000000002,358.4,1.4869999999999999,350.0,61.5,1.3359999999999999,1560.5,1560.5,1.7999999999999972,True,False,True
185337,19010570,5381000.0,11/04/15,HE132,G3188-001-110,0:09,1,37.3,1.216,50.7,65.4,0.318,10.62%,1.3159999999999998,333.4,1.53,350.0,74.96,1.3259999999999998,0.0,1561.7,1.9000000000000057,True,False,True
185338,19010570,5381000.0,11/06/15,HE132,G3188-001-110,0:09,2,39.2,1.215,48.8,62.2,0.309,12.68%,1.329,343.4,1.517,350.0,68.4,1.3330000000000002,1561.7,1561.7,1.9000000000000057,True,False,True
185341,19010570,5381000.0,11/04/15,HE134,G3188-001-110,0:09,1,38.5,1.222,50.2,65.1,0.317,10.25%,1.339,343.4,1.5530000000000002,350.0,75.85,1.344,0.0,1564.4,0.6000000000000014,True,False,True
185342,19010570,5381000.0,11/06/15,HE134,G3188-001-110,0:09,2,39.1,1.216,49.9,64.9,0.317,10.00%,1.371,373.5,1.5219999999999998,350.0,77.71,1.35,1564.4,1564.4,0.6000000000000014,True,False,True
185343,19010570,5381000.0,11/04/15,HE135,G3188-001-110,0:09,1,37.8,1.217,50.5,65.2,0.318,10.80%,1.3130000000000002,330.0,1.537,350.0,73.6,1.3230000000000002,0.0,1562.6,1.2000000000000028,True,False,True
185344,19010570,5381000.0,11/06/15,HE135,G3188-001-110,0:09,2,39.0,1.2209999999999999,50.0,64.7,0.317,10.55%,1.3519999999999999,355.1,1.547,350.0,75.62,1.348,1562.6,1562.6,1.2000000000000028,True,False,True
185345,19010570,5381000.0,11/04/15,HE136,G3188-001-110,0:09,1,37.5,1.226,50.9,65.5,0.319,10.90%,1.317,325.0,1.575,350.0,73.2,1.331,0.0,1563.2,0.8999999999999986,True,False,True
185346,19010570,5381000.0,11/06/15,HE136,G3188-001-110,0:09,2,38.4,1.226,50.5,65.3,0.319,10.54%,1.3559999999999999,355.1,1.569,350.0,76.22,1.3519999999999999,1563.2,1563.2,0.8999999999999986,True,False,True
185403,19010570,5381000.0,11/04/15,HF613,G3188-001-110,0:09,1,37.7,1.2109999999999999,46.8,57.4,0.289,17.92%,1.244,284.6,1.5330000000000001,350.0,41.82,1.183,0.0,1563.4,1.0999999999999943,True,False,True
185404,19010570,5381000.0,11/06/15,HF613,G3188-001-110,0:09,2,38.8,1.212,44.7,55.5,0.285,18.89%,1.2770000000000001,311.3,1.52,350.0,54.94,1.295,1563.4,1563.4,1.0999999999999943,True,False,True
185405,19010570,5381000.0,11/04/15,HF614,G3188-001-110,0:09,1,38.7,1.19,43.5,52.8,0.266,19.76%,1.232,294.7,1.4569999999999999,350.0,40.3,1.183,0.0,1559.5,1.8999999999999986,True,False,True
185406,19010570,5381000.0,11/06/15,HF614,G3188-001-110,0:09,2,40.6,1.187,43.6,54.3,0.271,16.66%,1.265,329.6,1.425,350.0,58.29,1.281,1559.5,1559.5,1.8999999999999986,True,False,True
185409,19010570,5381000.0,11/04/15,HF616,G3188-001-110,0:09,1,37.7,1.196,46.7,57.9,0.287,16.59%,1.225,281.3,1.472,350.0,43.97,1.167,0.0,1568.7,1.6999999999999957,True,False,True
185410,19010570,5381000.0,11/06/15,HF616,G3188-001-110,0:09,2,39.4,1.194,46.8,59.5,0.294,13.68%,1.258,311.4,1.445,350.0,49.37,1.175,1568.7,1568.7,1.6999999999999957,True,False,True
185413,19010570,5381000.0,11/04/15,HF619,G3188-001-110,0:09,1,40.0,1.179,46.2,57.5,0.295,17.05%,1.192,268.0,1.4069999999999998,350.0,43.34,1.146,0.0,1569.9,0.8999999999999986,True,False,True
185414,19010570,5381000.0,11/06/15,HF619,G3188-001-110,0:09,2,39.1,1.182,42.9,52.8,0.27,19.79%,1.2109999999999999,283.0,1.412,350.0,39.04,1.16,1569.9,1569.9,0.8999999999999986,True,False,True
185415,19010570,5381000.0,10/13/15,HF620,G3188-001-110,0:09,1,38.0,1.175,47.8,59.8,0.299,14.31%,1.1909999999999998,268.4,1.401,350.0,48.74,1.149,0.0,1561.9,1.5,True,False,True
185416,19010570,5381000.0,10/15/15,HF620,G3188-001-110,0:09,2,39.5,1.182,47.2,59.7,0.298,13.27%,1.2229999999999999,291.7,1.411,350.0,50.29,1.171,1561.9,1561.9,1.5,True,False,True
185417,19010570,5381000.0,11/04/15,HF624,G3188-001-110,0:09,1,40.5,1.147,43.3,51.2,0.26899999999999996,22.25%,1.14,244.7,1.314,350.0,35.01,1.113,0.0,1557.1,1.2000000000000028,True,False,True
185418,19010570,5381000.0,11/06/15,HF624,G3188-001-110,0:09,2,41.7,1.155,40.3,48.2,0.26,23.89%,1.168,271.3,1.31,350.0,30.77,1.123,1557.1,1557.1,1.2000000000000028,True,False,True
185419,19010570,5381000.0,11/04/15,HF625,G3188-001-110,0:09,1,38.4,1.156,45.3,54.8,0.27899999999999997,19.01%,1.1540000000000001,251.3,1.337,350.0,41.22,1.126,0.0,1564.7,0.8000000000000043,True,False,True
185420,19010570,5381000.0,11/06/15,HF625,G3188-001-110,0:09,2,39.2,1.161,43.0,53.2,0.26899999999999996,18.46%,1.183,281.3,1.329,350.0,42.03,1.138,1564.7,1564.7,0.8000000000000043,True,False,True
185423,19010570,5381000.0,11/04/15,HF630,G3188-001-110,0:09,1,39.3,1.209,45.3,55.7,0.282,17.42%,1.215,259.7,1.528,350.0,41.83,1.203,0.0,1567.3,1.7000000000000028,True,False,True
185424,19010570,5381000.0,11/06/15,HF630,G3188-001-110,0:09,2,41.0,1.205,43.4,53.9,0.27399999999999997,17.05%,1.234,279.7,1.4869999999999999,350.0,39.45,1.198,1567.3,1567.3,1.7000000000000028,True,False,True
185425,19010570,5381000.0,11/04/15,HF631,G3188-001-110,0:09,1,39.3,1.2,45.0,54.3,0.27899999999999997,19.39%,1.2009999999999998,254.7,1.517,350.0,40.17,1.189,0.0,1569.6,1.3000000000000043,True,False,True
185426,19010570,5381000.0,11/06/15,HF631,G3188-001-110,0:09,2,40.6,1.198,42.7,52.2,0.272,20.08%,1.22,276.3,1.4780000000000002,350.0,38.57,1.187,1569.6,1569.6,1.3000000000000043,True,False,True
185427,19010570,5381000.0,11/04/15,HF632,G3188-001-110,0:09,1,41.4,1.15,43.7,51.4,0.275,21.88%,1.143,243.0,1.327,350.0,35.89,1.121,0.0,1563.5,0.6000000000000014,True,False,True
185428,19010570,5381000.0,11/06/15,HF632,G3188-001-110,0:09,2,40.8,1.159,42.7,51.6,0.26899999999999996,20.35%,1.166,263.0,1.3330000000000002,350.0,36.93,1.133,1563.5,1563.5,0.6000000000000014,True,False,True
185431,19010570,5381000.0,10/13/15,HF634,G3188-001-110,0:09,1,39.9,1.166,46.4,57.3,0.292,15.78%,1.175,261.7,1.369,350.0,47.47,1.149,0.0,1559.3,1.3999999999999986,True,False,True
185432,19010570,5381000.0,10/15/15,HF634,G3188-001-110,0:09,2,41.3,1.169,46.0,58.1,0.294,13.74%,1.197,281.8,1.3559999999999999,350.0,50.3,1.162,1559.3,1559.3,1.3999999999999986,True,False,True
185433,19010570,5381000.0,10/13/15,HF635,G3188-001-110,0:09,1,39.7,1.17,46.6,57.6,0.293,15.69%,1.178,260.1,1.3840000000000001,350.0,47.38,1.1540000000000001,0.0,1560.1,1.5,True,False,True
185434,19010570,5381000.0,10/15/15,HF635,G3188-001-110,0:09,2,41.2,1.177,44.8,55.6,0.285,16.04%,1.202,278.4,1.389,350.0,43.27,1.162,1560.1,1560.1,1.5,True,False,True
185435,19010570,5381000.0,10/13/15,HF636,G3188-001-110,0:09,1,39.1,1.173,46.9,58.1,0.294,15.46%,1.185,265.1,1.3969999999999998,350.0,47.75,1.155,0.0,1556.4,1.5,True,False,True
185436,19010570,5381000.0,10/15/15,HF636,G3188-001-110,0:09,2,40.6,1.178,45.8,57.2,0.29,14.88%,1.208,283.4,1.392,350.0,46.73,1.167,1556.4,1556.4,1.5,True,False,True
185439,19010570,5381000.0,10/13/15,HF639,G3188-001-110,0:09,1,42.2,1.173,43.5,53.0,0.27699999999999997,17.59%,1.175,253.4,1.3940000000000001,350.0,40.68,1.1520000000000001,0.0,1558.0,1.2000000000000028,True,False,True
185440,19010570,5381000.0,10/15/15,HF639,G3188-001-110,0:09,2,41.0,1.182,44.7,55.4,0.284,15.89%,1.19,260.1,1.421,350.0,44.77,1.169,1558.0,1558.0,1.2000000000000028,True,False,True
185443,19010570,5381000.0,11/04/15,HF641,G3188-001-110,0:09,1,39.3,1.156,45.4,54.3,0.281,20.15%,1.151,246.4,1.349,350.0,39.98,1.121,0.0,1563.8,1.2000000000000028,True,False,True
185444,19010570,5381000.0,11/06/15,HF641,G3188-001-110,0:09,2,40.5,1.167,43.3,53.2,0.27,17.95%,1.181,271.3,1.36,350.0,40.47,1.138,1563.8,1563.8,1.2000000000000028,True,False,True
185445,19010570,5381000.0,11/04/15,HF642,G3188-001-110,0:09,1,40.5,1.151,43.5,49.7,0.271,24.95%,1.141,234.7,1.358,350.0,32.34,1.115,0.0,1556.9,1.0,True,False,True
185446,19010570,5381000.0,11/06/15,HF642,G3188-001-110,0:09,2,41.5,1.166,44.0,53.9,0.27699999999999997,18.06%,1.176,266.3,1.358,350.0,39.99,1.1340000000000001,1556.9,1556.9,1.0,True,False,True
185447,19010570,5381000.0,11/04/15,HF643,G3188-001-110,0:09,1,40.8,1.178,43.3,48.4,0.26899999999999996,26.50%,1.166,231.3,1.482,350.0,30.53,1.158,0.0,1561.7,0.9000000000000057,True,False,True
185448,19010570,5381000.0,11/06/15,HF643,G3188-001-110,0:09,2,41.7,1.186,36.6,41.4,0.255,34.26%,1.183,248.0,1.4580000000000002,350.0,20.82,1.153,1561.7,1561.7,0.9000000000000057,True,False,True
185451,19010570,5381000.0,11/04/15,HF645,G3188-001-110,0:09,1,40.7,1.202,43.0,46.7,0.265,28.96%,1.189,228.0,1.6,350.0,28.41,1.195,0.0,1562.6,1.7999999999999972,True,False,True
185452,19010570,5381000.0,11/06/15,HF645,G3188-001-110,0:09,2,42.5,1.212,40.9,47.0,0.26,26.04%,1.208,249.7,1.557,350.0,24.47,1.185,1562.6,1562.6,1.7999999999999972,True,False,True
185453,19010570,5381000.0,11/04/15,HF646,G3188-001-110,0:09,1,39.5,1.17,43.5,48.5,0.266,26.96%,1.158,231.3,1.452,350.0,31.46,1.146,0.0,1556.5,1.6000000000000014,True,False,True
185454,19010570,5381000.0,11/06/15,HF646,G3188-001-110,0:09,2,41.1,1.182,41.7,48.2,0.26,24.90%,1.176,246.4,1.445,350.0,27.71,1.148,1556.5,1556.5,1.6000000000000014,True,False,True
185854,19010570,5381000.0,11/04/15,HL610,G3188-001-110,0:09,1,38.8,1.175,47.3,58.4,0.294,17.05%,1.2,281.3,1.383,350.0,46.18,1.165,0.0,1556.5,0.7000000000000028,True,False,True
185855,19010570,5381000.0,11/06/15,HL610,G3188-001-110,0:09,2,39.5,1.177,46.6,58.6,0.292,15.25%,1.23,306.3,1.379,350.0,59.74,1.248,1556.5,1556.5,0.7000000000000028,True,False,True
185864,19010570,5381000.0,11/04/15,HL615,G3188-001-110,0:09,1,41.0,1.167,44.5,54.6,0.281,17.93%,1.177,266.3,1.3619999999999999,350.0,40.77,1.137,0.0,1567.9,0.7999999999999972,True,False,True
185865,19010570,5381000.0,11/06/15,HL615,G3188-001-110,0:09,2,41.8,1.17,42.2,51.9,0.27,18.91%,1.2009999999999998,288.0,1.3519999999999999,350.0,38.91,1.1540000000000001,1567.9,1567.9,0.7999999999999972,True,False,True
185881,19010570,5381000.0,11/04/15,HL629,G3188-001-110,0:09,1,44.0,1.158,38.3,44.9,0.251,25.56%,1.1540000000000001,248.0,1.3219999999999998,350.0,27.21,1.128,0.0,1559.3,1.8999999999999986,True,False,True
185882,19010570,5381000.0,11/06/15,HL629,G3188-001-110,0:09,2,45.9,1.163,36.5,43.1,0.24,24.79%,1.176,269.7,1.317,350.0,24.04,1.133,1559.3,1559.3,1.8999999999999986,True,False,True
185900,19010570,5381000.0,10/13/15,HL640,G3188-001-110,0:09,1,42.4,1.167,44.1,53.1,0.282,18.68%,1.166,248.4,1.369,350.0,40.76,1.1440000000000001,0.0,1556.3,1.8000000000000043,True,False,True
185901,19010570,5381000.0,10/15/15,HL640,G3188-001-110,0:09,2,44.2,1.175,43.9,54.9,0.285,15.18%,1.195,275.1,1.361,350.0,44.12,1.156,1556.3,1556.3,1.8000000000000043,True,False,True
185970,19010570,5381000.0,11/04/15,HM132,G3188-001-110,0:09,1,41.3,1.188,46.6,58.9,0.297,13.92%,1.224,286.7,1.425,350.0,51.68,1.195,0.0,1557.7,1.3000000000000043,True,False,True
185971,19010570,5381000.0,11/06/15,HM132,G3188-001-110,0:09,2,42.6,1.186,46.7,60.2,0.303,11.65%,1.261,323.4,1.395,350.0,68.7,1.2790000000000001,1557.7,1557.7,1.3000000000000043,True,False,True
185974,19010570,5381000.0,11/04/15,HM134,G3188-001-110,0:09,1,42.2,1.192,46.1,58.8,0.297,12.82%,1.242,300.1,1.43,350.0,53.06,1.205,0.0,1570.9,1.5,True,False,True
185975,19010570,5381000.0,11/06/15,HM134,G3188-001-110,0:09,2,43.7,1.1840000000000002,45.6,58.9,0.298,11.75%,1.276,341.8,1.385,350.0,67.74,1.281,1570.9,1570.9,1.5,True,False,True
185976,19010570,5381000.0,11/04/15,HM137,G3188-001-110,0:09,1,41.1,1.196,47.7,61.2,0.305,12.10%,1.2790000000000001,326.7,1.45,350.0,69.66,1.2930000000000001,0.0,1557.3,1.5,True,False,True
185977,19010570,5381000.0,11/06/15,HM137,G3188-001-110,0:09,2,42.6,1.1840000000000002,47.4,61.5,0.307,10.84%,1.307,366.8,1.3940000000000001,350.0,73.7,1.295,1557.3,1557.3,1.5,True,False,True
184751,19010570,5414000.0,10/13/15,FW125,G3188-001-110,0:09,1,40.3,1.158,43.8,54.9,0.27699999999999997,15.61%,1.2009999999999998,293.1,1.3030000000000002,350.0,41.36,1.146,0.0,1566.1,1.8000000000000043,True,False,True
184752,19010570,5414000.0,10/15/15,FW125,G3188-001-110,0:09,2,42.1,1.149,44.9,58.2,0.29,11.25%,1.238,336.5,1.2590000000000001,350.0,66.81,1.247,1566.1,1566.1,1.8000000000000043,True,False,True
184761,19010570,5414000.0,10/13/15,FW130,G3188-001-110,0:09,1,39.1,1.1740000000000002,46.3,59.7,0.292,11.46%,1.278,341.5,1.36,350.0,69.19,1.2830000000000001,0.0,1566.7,1.8999999999999986,True,False,True
184762,19010570,5414000.0,10/15/15,FW130,G3188-001-110,0:09,2,41.0,1.171,43.8,55.6,0.27899999999999997,14.42%,1.273,341.4,1.3419999999999999,350.0,59.69,1.2790000000000001,1566.7,1566.7,1.8999999999999986,True,False,True
184779,19010570,5432000.0,11/05/15,FW144,G3188-001-110,0:09,1,41.4,1.216,42.3,53.0,0.271,16.95%,1.291,314.7,1.528,350.0,50.55,1.307,0.0,1570.4,0.30000000000000426,True,False,True
184780,19010570,5432000.0,11/07/15,FW144,G3188-001-110,0:09,2,41.7,1.216,42.6,54.3,0.273,14.37%,1.331,344.7,1.52,350.0,58.08,1.338,1570.4,1570.4,0.30000000000000426,True,False,True
184785,19010570,5432000.0,11/05/15,FW148,G3188-001-110,0:09,1,40.9,1.2229999999999999,39.0,48.6,0.278,25.67%,1.319,331.3,1.5430000000000001,350.0,47.23,1.329,0.0,1567.7,0.6999999999999957,True,False,True
184786,19010570,5432000.0,11/07/15,FW148,G3188-001-110,0:09,2,40.2,1.2209999999999999,42.1,52.9,0.273,18.12%,1.3559999999999999,356.4,1.54,350.0,55.09,1.3519999999999999,1567.7,1567.7,0.6999999999999957,True,False,True
184787,19010570,5432000.0,11/05/15,FW149,G3188-001-110,0:09,1,44.7,1.217,41.6,53.6,0.27399999999999997,13.16%,1.317,338.0,1.518,350.0,59.17,1.328,0.0,1568.2,0.7000000000000028,True,False,True
184788,19010570,5432000.0,11/07/15,FW149,G3188-001-110,0:09,2,44.0,1.226,35.2,43.5,0.242,24.67%,1.331,339.7,1.558,350.0,40.51,1.34,1568.2,1568.2,0.7000000000000028,True,False,True
184789,19010570,5432000.0,11/05/15,FW150,G3188-001-110,0:09,1,41.7,1.224,43.5,54.2,0.27699999999999997,16.73%,1.298,314.7,1.5590000000000002,350.0,50.51,1.3130000000000002,0.0,1566.3,1.7000000000000028,True,False,True
184790,19010570,5432000.0,11/07/15,FW150,G3188-001-110,0:09,2,40.0,1.2229999999999999,39.7,49.2,0.264,22.54%,1.337,344.7,1.547,350.0,47.83,1.341,1566.3,1566.3,1.7000000000000028,True,False,True
184795,19010570,5432000.0,11/05/15,FW153,G3188-001-110,0:09,1,39.1,1.224,42.3,51.7,0.263,19.35%,1.271,294.7,1.5730000000000002,350.0,36.02,1.214,0.0,1563.4,0.19999999999999574,True,False,True
184796,19010570,5432000.0,11/07/15,FW153,G3188-001-110,0:09,2,39.3,1.226,40.7,49.7,0.255,20.70%,1.306,319.7,1.57,350.0,45.07,1.319,1563.4,1563.4,0.19999999999999574,True,False,True
184797,19010570,5432000.0,11/05/15,FW154,G3188-001-110,0:09,1,39.8,1.229,44.8,56.3,0.282,15.00%,1.297,309.6,1.587,350.0,56.0,1.311,0.0,1570.3,1.0,True,False,True
184798,19010570,5432000.0,11/07/15,FW154,G3188-001-110,0:09,2,40.8,1.237,40.0,48.8,0.26899999999999996,24.32%,1.3130000000000002,313.0,1.611,350.0,41.86,1.3319999999999999,1570.3,1570.3,1.0,True,False,True
184799,19010570,5432000.0,11/06/15,FW155,G3188-001-110,0:09,1,42.5,1.2009999999999998,42.3,52.3,0.271,17.49%,1.249,296.4,1.466,350.0,38.97,1.188,0.0,1559.5,1.2999999999999972,True,False,True
184800,19010570,5432000.0,11/10/15,FW155,G3188-001-110,0:09,2,43.8,1.198,44.2,57.3,0.28800000000000003,11.19%,1.304,344.8,1.439,350.0,66.76,1.3090000000000002,1559.5,1559.5,1.2999999999999972,True,False,True
184803,19010570,5432000.0,11/05/15,FW157,G3188-001-110,0:09,1,40.2,1.2229999999999999,44.0,55.0,0.27699999999999997,15.97%,1.28,304.6,1.568,350.0,52.6,1.291,0.0,1566.3,0.30000000000000426,True,False,True
184804,19010570,5432000.0,11/07/15,FW157,G3188-001-110,0:09,2,39.9,1.227,41.8,51.3,0.266,19.62%,1.3,314.6,1.577,350.0,47.65,1.32,1566.3,1566.3,0.30000000000000426,True,False,True
184805,19010570,5432000.0,11/05/15,FW158,G3188-001-110,0:09,1,39.1,1.246,47.4,60.4,0.299,12.57%,1.32,310.0,1.652,350.0,64.51,1.3419999999999999,0.0,1560.7,1.3999999999999986,True,False,True
184806,19010570,5432000.0,11/07/15,FW158,G3188-001-110,0:09,2,40.5,1.2329999999999999,47.2,60.4,0.302,12.17%,1.339,338.4,1.594,350.0,67.55,1.347,1560.7,1560.7,1.3999999999999986,True,False,True
184807,19010570,5432000.0,11/05/15,FW159,G3188-001-110,0:09,1,39.3,1.2329999999999999,47.6,60.7,0.301,12.37%,1.298,306.7,1.6,350.0,65.25,1.32,0.0,1557.2,1.8000000000000043,True,False,True
184808,19010570,5432000.0,11/07/15,FW159,G3188-001-110,0:09,2,41.1,1.212,47.2,60.8,0.304,11.71%,1.2990000000000002,326.7,1.5119999999999998,350.0,68.35,1.314,1557.2,1557.2,1.8000000000000043,True,False,True
